ID, name, author, year
3481, Financial Reporting and Analysis, CFA Institute, 2012
3482, Infant and Toddler Development and Responsive Program Planning: A Relationship-Based Approach, Donna S. Wittmer; Sandra H. Petersen, 2005
3483, Python: The Fundamentals Of Python Programming: A Complete Beginners Guide To Python Mastery., Paul Jones,
3484, Programmed to Kill: Lee Harvey Oswald+ the Soviet Kgb+ and the Kennedy Assassination, Ion Mihai Pacepa, 2007
3485, Get with the Program!: Getting Real About Your Weight+ Health+ and Emotional Well-Being, Bob Greene; Sydny Miner, 2002
3486, Make: AVR Programming: Learning to Write Software for Hardware, Elliot Williams, 2013
3487, Introduction to Mathematical Programming: Volume 1: Applications and Algorithms, Wayne L. Winston; M.A. Venkataramanan, 1991
3488, Getting to Know ArcObjects: Programming ArcGIS with VBA, Robert Burke; Andrew Arana; Thad Tilton, 2003
3489, Aspectj in Action: Practical Aspect-Oriented Programming, Ramnivas Laddad, 2003
3490, The Acne Prescription: The Perricone Program for Clear and Healthy Skin at Every Age, Nicholas Perricone, 1900
3491, Beginning Object-Oriented Programming, Jack Purdum, 2012
3492, C. Programming Guide, Jack J. Purdum, 1983
3493, Systematic Programming: An Introduction, Niklaus Wirth, 1972
3494, Professional Linux Programming, Jon Masters, 2007
3495, Database Programming with C#, Carsten Thomsen, 2002
3496, J2ME Game Programming [With CDROM], Martin J. Wells, 2004
3497, Program Evaluation: Forms and Approaches, John M. Owen IV; Marvin C. Alkin, 1994
3498, Logic Programming with PROLOG, Max Bramer, 2005
3499, Pro Asynchronous Programming with .Net, Richard Blewett; Andrew Clymer, 2013
3500, PHP Programming Solutions, Vikram Vaswani, 2007
3501, 6502 - Assembly Language Programming, Lance A. Leventhal, 1979
3502, Official Guide to Programming with CGI.PM, Lincoln Stein, 1998
3503, Learning to Program Using Python, Cody  Jackson, 2011
3504, Giggle Poetry Reading Lessons: A Successful Reading-Fluency Program Parents and Teachers Can Use to Dramatically Improve Reading Skills and Scores, Amy Buswell; Bruce Lansky; Stephen  Carpenter, 2014
3505, Pimsleur Farsi Persian Basic Course - Level 1 Lessons 1-10 CD: Learn to Speak and Understand Farsi Persian with Pimsleur Language Programs, Pimsleur Language Programs, 2005
3506, Programming the Microsoft Windows Driver Model, Walter Oney, 1999
3507, Introduction to MFC Programming with Visual C++, Richard M.  Jones, 1999
3508, Foundations of Multithreaded+ Parallel+ and Distributed Programming, Gregory R. Andrews, 1999
3509, Professional SQL Server 2000 Programming, Robert Vieira, 2000
3510, ABAP Objects: Introduction to Programming SAP Applications, Horst Keller, 2002
3511, Perl 5 Pocket Reference: Programming Tools, Johan Vromans; Linda Mui, 2000
3512, Prison Library Primer: A Program for the Twenty-First Century, Brenda Vogel, 2009
3513, Thinner This Year: A Diet and Exercise Program for Living Strong+ Fit+ and Sexy, Chris Crowley; Jen Sacheck, 2012
3514, Cocoa and Objective-C: Up and Running: Foundations of Mac+ Iphone+ and iPad Programming, Scott Stevenson, 2010
3515, Reactive Programming with RxJS: Untangle Your Asynchronous JavaScript Code, Sergi Mansilla, 2015
3516, Programming with Mobile Applications: Android+ iOS+ and Windows Phone 7, Thomas J. Duffy, 2012
3517, Starting from Scratch: Building a Teen Library Program: Building a Teen Library Program, Sarah Ludwig, 2011
3518, Expert Oracle Database Architecture: Oracle Database 9i+ 10g+ and 11g Programming Techniques and Solutions, Thomas Kyte, 2005
3519, The Right-Brain Experience: An Intimate Program to Free the Powers of Your Imagination, Marilee Zdenek, 1983
3520, Advanced Qt Programming: Creating Great Software with C++ and Qt 4, Mark Summerfield, 2010
3521, Programmable Logic Controllers: An Emphasis on Design and Application, Kelvin T. Erickson, 2005
3522, Deep Inner Game DVD Program by David DeAngelo, David DeAngelo,
3523, Effective Leadership in Adventure Programming - 2nd Edition, Simon Priest; Michael Gass, 1997
3524, 3D Programming for Windows, Charles Petzold, 2007
3525, Object-Oriented Programming with Objective-C, Apple Inc.,
3526, Juvenile Justice: Policies+ Programs+ and Practices, Robert W. Taylor; Eric J. Fritsch, 2001
3527, How to Program with Java, Trevor Page, 2012
3528, Understanding and Using Linear Programming, Jiří Matoušek, 2006
3529, Programming Reactive Extensions And Linq, Jesse Liberty; Paul Betts, 2011
3530, VHDL: Programming by Example [With CDROM], Douglas L. Perry, 1990
3531, Professional Web 2.0 Programming, Eric van der Vlist; Danny Ayers, 2006
3532, Introduction to Reliable Distributed Programming, Rachid Guerraoui; Luis Rodrigues, 2006
3533, Object-Oriented Programming for Dummies, Bruce F. Webster, 1996
3534, Programming for the Absolute Beginner, Jerry Lee Ford Jr., 2007
3535, Principles of Concurrent Programming, Mordechai Ben-Ari; Ben Ari, 1982
3536, The Busy Writer&#39;s KickStart Program, Marg McAlister, 2012
3537, Counselors Weight Loss Program, The Weight Loss Counselors, 2009
3538, C How to Program, Paul Deitel,
3539, Programming Languages: History and Fundamentals, Jean E. Sammet, 1969
3540, Radio Programming: Tactics and Strategy, Eric Norberg, 1996
3541, PostScript Language Program Design, Glenn C. Reid, 1988
3542, Programming ASP.Net AJAX, Christian Wenz, 2007
3543, QBASIC Programming for Dummies, Douglas Hergert, 1994
3544, Programming Abstractions in C++, Eric S. Roberts, 2013
3545, Concurrency: State Models &amp; Java Programs [With CDROM], Jeff Magee, 1999
3546, The Anxiety Cure: An Eight-Step Program for Getting Well, Robert L. DuPont; Elizabeth DuPont Spencer; Caroline M. DuPont, 1998
3547, The Ultimate Sex Book: A Therapist&#39;s Guide to the Programs and Techniques That Will Enhance Your Relationship and Transform Your Life, Anne Hooper, 1992
3548, 3D Game Programming for Kids: Create Interactive Worlds with JavaScript, Chris Strom, 2013
3549, The Arthritis Helpbook: A Tested Self-Management Program for Coping with Arthritis and Fibromyalgia, Kate Lorig; James F. Fries, 1986
3550, Three came home, Agnes Newton Keith, 1946
3551, Portuguese (Brazilian)+ Conversational: Learn to Speak and Understand Brazilian Portuguese with Pimsleur Language Programs, Pimsleur Language Programs, 2005
3552, Smarty PHP Template Programming and Applications, Hasin Hayder, 2006
3553, Neurolinguistic Programming in a Week: Teach Yourself, Mo Shapiro, 2002
3554, Competitive Programming, Steven Halim; Felix Halim, 2010
3555, Programming the Z80, Rodnay Zaks, 1980
3556, Getting Past the Affair: A Program to Help You Cope+ Heal+ and Move On -- Together or Apart, Douglas K. Snyder; Donald H. Baucom; Kristina Coop Gordon, 2007
3557, The Paleolithic Prescription: A Program of Diet and Exercise and a Design for Living, S. Boyd Eaton; Marjorie Shostak; Melvin Konner, 1988
3558, C# Game Programming Cookbook for Unity 3D, Jeff W. Murray, 2014
3559, 8051 Microcontroller: Internals+ Instructions+ Programming and Interfacing, Subrata Ghoshal, 2010
3560, Programming Microsoft® Windows® Forms, Charles Petzold, 2005
3561, Professional PHP4 Programming, Luis Argerich; John Coggeshall; Jon Parise, 2002
3562, Access VBA Programming for Dummies, Alan Simpson, 2004
3563, Java Programming for Dummies: With CD, Donald J. Koosis; David Koosis; David S. Koosis, 1996
3564, Mud Game Programming [With CDROM], Ron Penton, 2004
3565, Professional Android Sensor Programming, A. Stroud; Greg Milette, 2012
3566, An Introduction to Programming through C++, Abhiram G. Ranade, 2014
3567, Haskell High Performance Programming, Samuli Thomasson,
3568, The Night I Followed the Dog - Read by Amanda Bynes for the SAG-AFTRA Foundation Literacy Program, Nina Laden, 1994
3569, Yoga+ The Back Pain Cure: The Yoga Therapy Back Care and Low Back Pain Treatment Program, Howard Vanes; Rick Harvey, 2014
3570, Gluten-Free+ Hassle Free: A Simple+ Sane+ Dietitian-Approved Program for Eating Your Way Back To Health, Marlisa Brown, 2009
3571, Reclaiming Your Life from a Traumatic Experience: A Prolonged Exposure Treatment Program, Barbara Rothbaum; Edna B. Foa; Elizabeth Hembree, 2006
3572, Efficient Book Writing: A Strategic Program for Improving Writing Productivity, Kasthurirangan Gopalakrishnan,
3573, Object-Oriented Programming in Common LISP: A Programmer&#39;s Guide to Clos, Sonya E. Keene, 1989
3574, Pimsleur French Level 3 CD: Learn to Speak and Understand French with Pimsleur Language Programs, Pimsleur Language Programs, 1999
3575, Pimsleur Turkish Conversational Course - Level 1 Lessons 1-16 CD: Learn to Speak and Understand Turkish with Pimsleur Language Programs, Pimsleur Language Programs, 2006
3576, Coaching Youth Basketball, American Sport Education Program, 1995
3577, Hacker Disassembling Uncovered: Powerful Techniques To Safeguard Your Programming, Kris Kaspersky; Natalia Tarkova; Julie Laing, 2003
3578, Jacob&#39;s Ladder Reading Comprehension Program: Nonfiction: Grade 3, Tamra Stambaugh; Joyce VanTassel-Baska,
3579, Running with the Whole Body: A 30-Day Program to Running Faster with Less Effort, Jack Heggie, 1986
3580, Gary Null&#39;s Ultimate Anti-Aging Program, Gary Null, 1999
3581, Programming Microsoft® ASP.NET 2.0 Core Reference, Dino Esposito, 2005
3582, Problem Solving Using C: Structured Programing Techniques, Yuksel Uckan, 1995
3583, Kaplan LSAT 2008+ Comprehensive Program, Kaplan Inc.; Bruce Simmons, 2006
3584, Programmable Logic Controllers: Principles and Applications, John W. Webb; Ronald A. Reis, 1994
3585, Learn to Program, Heather  Lyons; Elizabeth Tweedale,
3586, The Apollo Program: The History and Legacy of America’s Most Famous Space Missions, Charles River Editors, 2015
3587, Basic Materials in Music Theory: A Programmed Approach [with Audio CD], Paul O. Harder, 1986
3588, Inside the Room: Writing Television with the Pros at UCLA Extension Writers&#39; Program, Linda Venis, 2013
3589, Jacob&#39;s Ladder Reading Comprehension Program: Nonfiction: Grade 5, Tamra Stambaugh; Joyce VanTassel-Baska,
3590, Cut to the Chase: Writing Feature Films with the Pros at UCLA Extension Writers&#39; Program, Linda Venis, 2013
3591, How Not to Program in C++: 111 Broken Programs and 3 Working Ones+ or Why Does 2+2=5986?, Steve Oualline, 2003
3592, A First Book of ANSI C: Fundamentals of C Programming, Gary J. Bronson, 1992
3593, Kaplan GMAT+ 2007 Edition: Premier Program, Susan Kaplan; Chris Snyder, 1998
3594, Robot Programming: A Practical Guide to Behavior-Based Robotics, Joseph L. Jones; Daniel Roth, 2003
3595, Swimming for Total Fitness: A Progressive Aerobic Program, Jane Katz, 1981
3596, Curriculum Leadership: Readings for Developing Quality Educational Programs, Forrest W. Parkay; Eric J. Anctil; Glen J. Hass, 2009
3597, Mister Johnson, Joyce Cary, 1939
3598, Component Software: Beyond Object-Oriented Programming, Clemens Szyperski, 1997
3599, Chasing The Runner&#39;s High: My Sixty Million Step Program, Ray Charbonneau, 2010
3600, Codependent - Now What?: Its Not You - Its Your Programming, Lisa A. Romano,
3601, Get the Edge: A 7-Day Program To Transform Your Life, Anthony Robbins, 2000
3602, Professional Heroku Programming, Chris Kemp; Brad Gyger, 2013
3603, Video Game Programming for Kids, Jonathan S. Harbour, 2012
3604, Mastering C# Database Programming, Jason Price, 2003
3605, Applicative High Order Programming, Steve Sokolowski, 1991
3606, Html5 Programming with JavaScript for Dummies, John Paul Mueller, 2013
3607, Programming Pioneer Ada Lovelace, Valerie Bodden,
3608, Japan at a Glance, International Internship Programs, 1996
3609, Software Engineering For Students: A Programming Approach, Douglas Bell, 2005
3610, Find the Bug: A Book of Incorrect Programs, Adam Barr, 2004
3611, Head First C#: A Learner&#39;s Guide to Real-World Programming with Visual C# and .NET, Andrew Stellman; Jennifer Greene, 2007
3612, Programming in Pascal, Peter Grogono, 1978
3613, Programming in Java, Sachin Malhotra; Saurabh Choudhary, 2011
3614, Opencv 2 Computer Vision Application Programming Cookbook, Robert Laganiere, 2011
3615, Uncommon Vessels: A Program for Developing Godly Eating Habits, Elyse M. Fitzpatrick, 2004
3616, Dr. Mercola&#39;s Total Health Program: The Proven Plan to Prevent Disease &amp; Premature Aging Optimize Weight and Live Longer, Joseph Mercola; Brian Vaszily; Nancy Lee Bentley, 2003
3617, Dr. Jensen&#39;s Guide to Better Bowel Care: A Complete Program for Tissue Cleansing through Bowel Management, Bernard Jensen, 1998
3618, jQuery For Beginners: Your Guide To Easily Learn jQuery Programming in 7 days, iCode Academy; jQuery Programming,
3619, The Orphan Train Movement: The History of the Program that Relocated Homeless Children Across America, Charles River Editors,
3620, Visual Basic 6 for Dummies [With Includes Sample Visual Basic Programs+ Tools...], Wallace Wang, 1998
3621, SQL Antipatterns: Avoiding the Pitfalls of Database Programming, Bill Karwin, 2010
3622, Principles of Object-Oriented Programming in JavaScript, Nicholas C. Zakas, 2012
3623, Principles of Programming: Computer programming for kids and beginners, Joseph Dwyer, 2013
3624, When Pigasso Met Mootisse - read by Eric Close for the SAG-AFTRA Foundation Literacy Program, Nina Laden, 1998
3625, Coaching Youth Football, American Sport Education Program; Joe Galat, 1996
3626, Raquel: The Raquel Welch Total Beauty and Fitness Program, Raquel Welch, 1984
3627, A Small Matter of Programming: Perspectives on End User Computing, Bonnie A. Nardi, 1993
3628, Teen Television: Essays on Programming and Fandom, Sharon Marie Ross; Louisa Ellen Stein, 2008
3629, Introduction to ABAP/4 Programming for SAP, Robert Lyfareff, 1996
3630, Beginning SQL Server 2005 Programming, Robert Vieira, 2005
3631, Pattern Languages of Program Design 4, Brian Foote; Neil Harrison, 1999
3632, Core Techniques and Algorithms in Game Programming, Daniel Sanchez-Crespo; Daniel Sanchez-Crespo, 2003
3633, The Spark Solution: A Complete Two-Week Diet Program to Fast-Track Weight Loss and Total Body Health, Meg Galvin; Stepfanie Romine; Becky Hand, 2013
3634, Core Strength for 50+: A Customized Program for Safely Toning Ab+ Back+ and Oblique Muscles, Karl Knopf, 2012
3635, Goddess Initiation: A Practical Celtic Program for Soul-Healing+ Self-Fulfillment &amp; Wild Wisdom, Francesca De Grandis, 2001
3636, Elements of Functional Programming, Chris Reade, 1989
3637, More OpenGL Game Programming, Dave Astle, 2005
3638, Introduction to Programming Using Sml, Michael Hansen, 1999
3639, Learn to Program with Java, John Smiley, 2001
3640, Programming In Ansi C, Ram Kumar,
3641, Functional Reactive Programming on iOS, Ash Furrow, 2013
3642, Cafe Programming for Dummies, Ed Tittle, 1996
3643, Welsh&#39;s Synthesizer Cookbook: Synthesizer Programming+ Sound Analysis+ and Universal Patch Book, Fred Welsh, 2006
3644, Toughness Training for Life: A Revolutionary Program for Maximizing Health+ Happiness and Productivity, Jim Loehr, 1993
3645, The User&#39;s Manual for the Brain: The Complete Manual for Neuro-Linguistic Programming, Bob G. Bodenhamer, 2000
3646, The Insomnia Answer: A Personalized Program for Identifying and Overcoming the Three Types of Insomnia, Paul Glovinsky; Art Spielman, 2006
3647, The LEGO MINDSTORMS NXT 2.0 Discovery Book: A Beginner&#39;s Guide to Building and Programming Robots, Laurens Valk, 2010
3648, PHP 5 / MySQL Programming for the Absolute Beginner, Andy Harris, 2004
3649, Structured Parallel Programming: Patterns for Efficient Computation, Michael McCool, 2012
