ID, name, author, year
4332, Clarence Thomas and the tough love crowd : counterfeit heroes and unhappy truths, Roberts+ Ronald Suresh, 1994
4333, Suitability of missions for the Air Force Reserve components, Robbert+ Albert A., 2014
4334, Measuring hard-to-measure student competencies : a research and development plan, Stecher+ Brian M., 2014
4335, Competency-based education programs in Texas : an innovative approach to higher education, Daugherty+ Lindsay, 2015
4336, Tendencias y políticas de población : informe de un grupo de trabajo+ Noveno Congreso Mundial de Sociología (Uppsala+ Suecia+ agosto de 1978), , ©1982
4337, Making things stick : surveillance technologies and Mexico's war on crime, Guzik+ Keith, 2016
4338, Una Década de planeación urbano-regional en México+ 1978-1988, , 1989
4339, Muslims in interwar Europe : a transcultural historical perspective, , 2016
4340, Heirs to World Culture : Being Indonesian+ 1950-1965., Lindsay+ Jennifer, 2012
4341, Managing water quality in the face of uncertainty : a robust decision making demonstration for EPA's National Water Program, Fischbach+ Jordan R., 2015
4342, Quality of life indicators and policy strategies to advance sustainability in the Pearl River Delta, Knopman+ Debra S., 2015
4343, Development as a battlefield, , 2017
4344, Social media in emergent Brazil : how the Internet affects social mobility, Spyer+ Juliano, 2017
4345, Working the phones : control and resistance in call centres, Woodcock+ Jamie, 2017
4346, Coolies of capitalism : Assam tea and the making of coolie labour, Varma+ Nitin, 2017
4347, How to create a mind : the secret of human thought revealed, Kurzweil+ Ray, 2012
4348, The taming of evolution : the persistence of nonevolutionary views in the study of humans, Greenwood+ Davydd J., 1984
4349, Nuclear summer : the clash of communities at the Seneca women's peace encampment, Krasniewicz+ Louise, 1992
4350, The discourse of modernism, Reiss+ Timothy J., 1982
4351, Chinatown no more : Taiwan immigrants in contemporary New York, Chen+ Hsiang-Shui, 1992
4352, Chinese working-class lives : getting by in Taiwan+ in Taiwan, Gates+ Hill, 1987
4353, Lessons in perception : the avant-garde filmmaker as practical psychologist, Taberham+ Paul, 2018
4354, Cleanliness and culture: Indonesian histories., Dijk+ Kees van, 2011
4355, The Good Cause : theoretical perspectives on corruption, , 2010
4356, Imagining Chinese medicine, , 2018
4357, Ancient Titicaca : the Evolution of Complex Society in Southern Peru and Northern Bolivia., Stanish+ Charles, 2005
4358, Colonialism in question : theory+ knowledge+ history, Cooper+ Frederick, 2001
4359, Moral Leadership : the Theory and Practice of Power+ Judgement and Policy., Rhode+ Deborah L., 2006
4360, Market Development for Genetically Modified Foods., Santaniello+ V., 2001
4361, Beyond Belief : Essays on Religion in a Post-Traditionalist World., Bellah+ Robert N., 1991
4362, The ethics of torture, Wisnewski+ Jeremy, ©2009
4363, Understanding torture, Wisnewski+ Jeremy, ©2010
4364, Diasporas : concepts+ intersections+ identities, , 2010
4365, The Saffron Wave : Democracy and Hindu Nationalism in Modern India., Hansen+ Thomas Blom, 2001
4366, After Colonialism : Imperial Histories and Postcolonial Displacements., Prakash+ Gyan, 2001
4367, Borrowing Constitutional Designs : Constitutional Law in Weimar Germany and the French Fifth Republic., Skach+ Cindy, 2009
4368, The Modern World-System II : Mercantilism and the Consolidation of the European World-Economy+ 1600-1750+ With a New Prologue., Wallerstein+ Immanuel, 2011
4369, The Modern World-System I : Capitalist Agriculture and the Origins of the European World-Economy in the Sixteenth Century+ With a New Prologue., Wallerstein+ Immanuel, 2011
4370, Politics of the gift : exchanges in poststructuralism, Moore+ Gerald, 2011
4371, The Indians in American Society : From the Revolutionary War to the Present., Prucha+ Francis Paul, 1985
4372, Transgenderism and Intersexuality in Childhood and Adolescence : Making Choices., Cohen-Kettenis+ Peggy T. T., 2003
4373, Quotable Kierkegaard., Marino+ Gordon, 2013
4374, Bananas+ Beaches and Bases : Making Feminist Sense of International Politics., Enloe+ Cynthia, 2014
4375, Handbook of blood gas/acid-base interpretation, Hasan+ Ashfaq, ©2009
4376, The genius within : discovering the intelligence of every living thing, Vertosick+ Frank T., ©2002
4377, Peter Wegner is alive and well and living in Providence, , 2003
4378, Ten great ideas about chance, Diaconis+ Persi, 2018
4379, Information systems : people+ organizations+ institutions+ and technologies, , ©2010
4380, Essential principles for autonomous robotics, Hexmoor+ Henry, ©2013
4381, Biomimicry : innovation inspired by nature, Benyus+ Janine M., ©1997
4382, Managerial Control of American Workers : Methods and Technology from the 1880s to Today., Van Elteren+ Mel, 2017
4383, Measurements+ modelling and simulation of dynamic systems, , 2010
4384, Moving objects management : models+ techniques and applications, Meng+ Xiaofeng, ©2010
4385, Statistical methods for disease clustering, Tango+ Toshirō, ©2010
4386, Image fusion : theories+ techniques and applications, Mitchell+ H. B., 2010
4387, Teaching in a Digital Age Guidelines for designing teaching and learning for a digital age, , 2015
4388, Precalculus, , 2015
4389, The quantum brain : the search for freedom and the next generation of man, Satinover+ Jeffrey, ©2001
4390, Geospatial analysis and modelling of urban structure and dynamics, , ©2010
4391, Anatomy of a fraud investigation : from detection to prosecution, Pedneault+ Stephen, ©2010
4392, Electronic engagement : a guide for public sector managers, Chen+ Peter, 2007
4393, Shaping the next one hundred years : new methods for quantitative+ long-term policy analysis and bibliography, Lempert+ Robert J., 2003
4394, International submarine cables and biodiversity of areas beyond national jurisdiction : the cloud beneath the sea, Burnett+ Douglas R., 2017
4395, The Arc : a formal structure for a Palestinian state, , 2005
4396, Interactive logic : selected papers from the 7th Augustus de Morgan Workshop+ London, , ©2007
4397, Molecular imaging : radiopharmaceuticals for PET and SPECT, Vallabhajosula+ Shankar, ©2009
4398, Geektastic : stories from the nerd herd, , 2009
4399, Fuzzy information retrieval, Kraft+ Donald H., 2017
4400, Restoration of lakes+ streams+ floodplains+ and bogs in Europe : principles and case studies, , ©2010
4401, Social Science Research Principles+ Methods+ and Practices, , 2012
4402, Critical reflections on Australian public policy : selected essays, , 2009
4403, Droits et voix : la criminologie à l'Universite d'Ottawa = Rights and voices : criminology at the University of Ottawa, , 2010
4404, Behaviour+ development and evolution, Bateson+ P. P. G., 2017
4405, New Approaches to the Dynamics+ Measurement and Economic Implications of Ethnic Diversity., Kolo+ Philipp, 2012
4406, The Asia-Europe meeting : contributing to a new global governance architecture : the eighth ASEM summit in Brussels (2010), , ©2011
4407, Homo militaris : Perspektiven einer kritischen Militärsoziologie, Vom Hagen+ Ulrich, 2012
4408, Lernen in Bewegung(en) : politische Partizipation und Bildung in Bürgerinitiativen, Trumann+ Jana, 2013
4409, Was kann der Staat? : eine Analyse der rot-grünen Reformen in der Sozialpolitik, Meyer+ Hendrik, 2013
4410, Die EU und der Rückzug des Staates : Eine Genealogie der Neoliberalisierung der europäischen Integration, Karrass+ Anne, 2009
4411, Assessing the value of U.S. Army international activities, , 2006
4412, Material fantasies : expectations of the Western consumer world among the East Germans, Veenis+ Milena, 2012
4413, Politics+ development and security in Oceania, , 2013
4414, Diversity in leadership : Australian women+ past and present, , ©2014
4415, Ethnicity as a political resource : conceptualizations across disciplines+ regions+ and periods, , 2015
4416, Culinary turn : aesthetic practice of cookery, , 2017
4417, Why Calories Count : From Science to Politics, Nestle+ Marion, 2012
4418, When people come first : critical studies in global health, , 2013
4419, The Terrorist's Dilemma : Managing Violent Covert Organizations, Shapiro+ Jacob N., 2013
4420, New frontiers in lifestyle-related diseases, , ©2008
4421, The iron giant, , ©2003
4422, Survival migration : failed governance and the crisis of displacement, Betts+ Alexander, 2013
4423, Practical bifurcation and stability analysis, Seydel+ R., ©2010
4424, Portfolio analysis : from probabilistic to credibilistic and uncertain approaches, Huang+ Xiaoxia, 2010
4425, Physics and technology for future presidents : an introduction to the essential physics every world leader needs to know, Muller+ R., ©2010
4426, Atypical Parkinsonian disorders : clinical and research aspects, , ©2005
4427, Code complete, McConnell+ Steve, ©2004
4428, Web analytics 2.0 : the art of online accountability & science of customer centricity, Kaushik+ Avinash, ©2010
4429, Asymmetric Organocatalysis, , ©2010
4430, The language instinct, Pinker+ Steven, 1994
4431, Molecular diagnostics : for the clinical laboratorian, , 2010
4432, Banal Militarism : Zur Veralltäglichung des Militärischen im Zivilen, , 2006
4433, Unequal democracy : the political economy of the new gilded age, Bartels+ Larry M., ©2008
4434, Handbook of developmental research methods, , 2012
4435, Highway and urban environment : proceedings of the 9th Highway and Urban Environment Symposium, , ©2010
4436, Research Methods in Psychology - 3rd American Edition, , 2017
4437, Introduction to Psychology 1st Canadian Edition, , 2010
4438, Introduction to Criminal Investigation Processes+ Practices and Thinking, , 2017
4439, Transgressions : critical Australian indigenous histories, , 2007
4440, Rival Kurdish movements in Turkey : transforming ethnic conflict, Gurbuz+ Mustafa Cagri, 2016
4441, Equal opportunities and ethnic inequality in European labour markets : discrimination+ gender and policies of diversity, , 2010
4442, Confronting Emergent Nuclear-Armed Regional Adversaries : Prospects for Neutralization+ Strategies for Escalation Management, Morgan+ Forrest E., 2015
4443, Connected & disconnected in Viet Nam : remaking social relations in a post-socialist nation, , ©2016
4444, Arcticness : power and voice from the North, , 2017
4445, Brexit and beyond : rethinking the futures of Europe, , 2018
4446, Usable pasts : traditions and group expressions in North America, , 1997
4447, Thinking about dementia : culture+ loss+ and the anthropology of senility, , ©2006
4448, Multiregionalism and multilateralism : Asian-European relations in a global context, , ©2006
4449, I want you! : the evolution of the all-volunteer force, Rostker+ Bernard, 2006
4450, Early childhood interventions : proven results+ future promise, Karoly+ Lynn A., 2005
4451, Citizenship policies in the new Europe, , 2007
4452, The challenge of nuclear-armed regional adversaries, Ochmanek+ David A., ©2008
4453, Anthropology without informants : collected works in paleoanthropology, Freeman+ Leslie G., ©2009
4454, The long shadow of 9/11 : America's response to terrorism, , 2011
4455, State and Illegality in Indonesia., Aspinall+ Edward, 2011
4456, Mobility in transition : migration patterns after EU enlargement, , 2013
4457, Understanding the global energy crisis, , 2014
4458, Corruption as a last resort : adapting to the market in Central Asia, McMann+ Kelly M., 2014
4459, Destruction and human remains : disposal and concealment in genocide and mass violence, , 2014
4460, Data information literacy : librarians+ data+ and the education of a new generation of researchers, , 2015
4461, Academic e-books : publishers+ librarians+ and users, , 2016
4462, The dream is over : the crisis of Clark Kerr's California idea of higher education, Marginson+ Simon, 2016
4463, Nursing with a message : public health demonstration projects in New York City, D'Antonio+ Patricia, 2017
4464, Der Sicherheitsdiskurs : Die Innere Sicherheitspolitik und ihre Kritik, Kunz+ Thomas, 2005
4465, The triple bind of single-parent families : resources+ employment and policies to improve wellbeing, , 2018
4466, Handbook of youth mentoring, , ©2005
4467, On nineteen eighty-four : Orwell and our future, , ©2005
4468, Sport and exercise nutrition, , 2011
4469, From neighborhoods to nations : the economics of social interactions, Ioannides+ Yannis Menelaos, ©2013
